,cidade,latitude,longitude
2732,Maratá,-29.5457,-51.5573
2733,Marataízes,-21.0398,-40.8384
2734,Maraú,-14.1035,-39.0137
2735,Maravilha,-9.23045,-37.3524
2736,Maravilha,-26.7665,-53.1737
2737,Maravilhas,-19.5076,-44.6779
2738,Marcação,-6.76535,-35.0087
2739,Marcelândia,-11.0463,-54.4377
2740,Marcelino Ramos,-27.4676,-51.9095
2741,Marcelino Vieira,-6.2846,-38.1642
2742,Marcionílio Souza,-13.0064,-40.5295
2743,Marco,-3.1285,-40.1582
2744,Marcolândia,-7.441689999999999,-40.6602
2745,Marcos Parente,-7.11565,-43.8926
2746,Marechal Deodoro,-9.70971,-35.8967
2747,Marechal Floriano,-20.4159,-40.67
2748,Marechal Thaumaturgo,-8.93898,-72.7997
2749,Marema,-26.8024,-52.6264
2750,Mari,-7.0594199999999985,-35.31800000000001
2751,Maria da Fé,-22.3044,-45.3773
2752,Maria Helena,-23.6158,-53.2053
2753,Marialva,-23.4843,-51.7928
2754,Mariana Pimentel,-30.353,-51.5803
2755,Mariano Moro,-27.3568,-52.1467
2756,Marianópolis do Tocantins,-9.79377,-49.6553
2757,Mariápolis,-21.7959,-51.1824
2758,Maribondo,-9.58353,-36.3045
2759,Maricá,-22.9354,-42.8246
2760,Marilac,-18.5079,-42.0822
2761,Marilândia,-19.4114,-40.5456
2762,Marilândia do Sul,-23.7425,-51.3137
2763,Marilena,-22.7336,-53.0402
2764,Marília,-22.2171,-49.9501
2765,Mariluz,-24.0089,-53.1432
2766,Marinópolis,-20.4389,-50.8254
2767,Mário Campos,-20.0582,-44.1883
2768,Maripá,-24.42,-53.8286
2769,Maripá de Minas,-21.6979,-42.9546
2770,Marituba,-1.36002,-48.3421
2771,Marizópolis,-6.82748,-38.3528
2772,Marliéria,-19.7096,-42.7327
2773,Marmeleiro,-26.1472,-53.0267
2774,Marmelópolis,-22.447,-45.1645
2775,Marques de Souza,-29.3311,-52.0973
2776,Marquinho,-25.112,-52.2497
2777,Martinho Campos,-19.3306,-45.2434
2778,Martinópole,-3.2252,-40.6896
2779,Martinópolis,-22.1462,-51.1709
2780,Martins,-6.08279,-37.908
2781,Martins Soares,-20.2546,-41.8786
2782,Maruim,-10.7308,-37.0856
2783,Marumbi,-23.7058,-51.6404
2784,Marzagão,-17.983,-48.6415
2785,Mascote,-15.5542,-39.3016
2786,Massapê,-3.5236400000000003,-40.3423
2787,Massapê do Piauí,-7.47469,-41.1103
2788,Massaranduba,-7.18995,-35.7848
2789,Massaranduba,-26.6109,-49.0054
2790,Mata,-29.5649,-54.4641
2791,Mata de São João,-12.5307,-38.3009
2792,Mata Grande,-9.11824,-37.7323
2793,Mata Roma,-3.62035,-43.1112
2794,Mata Verde,-15.6869,-40.7366
2795,Matão,-21.6025,-48.364
2796,Mataraca,-6.59673,-35.0531
2797,Mateiros,-10.5464,-46.4168
2798,Matelândia,-25.2496,-53.9935
2799,Materlândia,-18.4699,-43.0579
2800,Mateus Leme,-19.9794,-44.4318
2801,Mathias Lobato,-18.59,-41.9166
2802,Matias Barbosa,-21.869,-43.3135
2803,Matias Cardoso,-14.8563,-43.9146
2804,Matias Olímpio,-3.71492,-42.5507
2805,Matina,-13.9109,-42.8439
2806,Matinha,-3.09849,-45.035
2807,Matinhas,-7.124860000000001,-35.7669
2808,Matinhos,-25.8237,-48.549
2809,Matipó,-20.2873,-42.3401
2810,Mato Castelhano,-28.28,-52.1932
2811,Mato Grosso,-6.54018,-37.7279
2812,Mato Leitão,-29.5285,-52.1278
2813,Mato Queimado,-28.252,-54.6159
2814,Mato Rico,-24.6995,-52.1454
2815,Mato Verde,-15.3944,-42.86
2816,Matões,-5.51359,-43.2018
2817,Matões do Norte,-3.6244,-44.5468
2818,Matos Costa,-26.4709,-51.1501
2819,Matozinhos,-19.5543,-44.0868
2820,Matrinchã,-15.4342,-50.7456
2821,Matriz de Camaragibe,-9.15437,-35.5243
2822,Matupá,-10.1821,-54.9467
2823,Maturéia,-7.2618800000000014,-37.351
2824,Matutina,-19.2179,-45.9664
2825,Mauá da Serra,-23.8988,-51.2277
2826,Maués,-3.39289,-57.7067
2827,Maurilândia,-17.9719,-50.3388
2828,Maurilândia do Tocantins,-5.95169,-47.5125
2829,Maxaranguape,-5.5218099999999986,-35.2631
2830,Maximiliano de Almeida,-27.6325,-51.802
2831,Mazagão,-0.11336,-51.2891
2832,Medeiros,-19.9865,-46.2181
2833,Medeiros Neto,-17.3707,-40.2238
2834,Medicilândia,-3.4463699999999995,-52.8875
2835,Medina,-16.2245,-41.4728
2836,Meleiro,-28.8244,-49.6378
2837,Melgaço,-1.8032,-50.7149
2838,Mendes,-22.5245,-43.7312
2839,Mendes Pimentel,-18.6631,-41.4052
2840,Mendonça,-21.1757,-49.5791
2841,Mercedes,-24.4538,-54.1618
2842,Mercês,-21.1976,-43.3337
2843,Meridiano,-20.3579,-50.1811
2844,Meruoca,-3.53974,-40.4531
2845,Mesópolis,-19.9684,-50.6326
2846,Mesquita,-22.8028,-43.4601
2847,Mesquita,-19.224,-42.6079
2848,Messias,-9.39384,-35.8392
2849,Messias Targino,-6.0719400000000014,-37.5158
2850,Miguel Alves,-4.16857,-42.8963
2851,Miguel Calmon,-11.4299,-40.6031
2852,Miguel Leão,-5.68077,-42.7436
2853,Miguelópolis,-20.1796,-48.03100000000001
2854,Milagres,-7.29749,-38.9378
2855,Milagres,-12.8646,-39.8611
2856,Milagres do Maranhão,-3.5744300000000004,-42.6131
2857,Milhã,-5.67252,-39.1875
2858,Milton Brandão,-4.68295,-41.4173
2859,Mimoso de Goiás,-15.0515,-48.1611
2860,Mimoso do Sul,-21.0628,-41.3615
2861,Minaçu,-13.5304,-48.2206
2862,Minador do Negrão,-9.31236,-36.8696
2863,Minas do Leão,-30.1346,-52.0423
2864,Minas Novas,-17.2156,-42.5884
2865,Minduri,-21.6797,-44.6051
2866,Mineiros,-17.5654,-52.5537
2867,Mineiros do Tietê,-22.412,-48.451
2868,Ministro Andreazza,-11.196,-61.5174
2869,Mira Estrela,-19.9789,-50.139
2870,Mirabela,-16.256,-44.1602
2871,Miracatu,-24.2766,-47.4625
2872,Miracema,-21.4148,-42.1938
2873,Miracema do Tocantins,-9.56556,-48.393
2874,Mirador,-6.3745400000000005,-44.3683
2875,Mirador,-23.255,-52.7761
2876,Miradouro,-20.8899,-42.3458
2877,Miraguaí,-27.497,-53.6891
2878,Miraí,-21.2021,-42.6122
2879,Miraíma,-3.56867,-39.9663
2880,Miranda,-20.2355,-56.3746
2881,Miranda do Norte,-3.56313,-44.5814
2882,Mirandiba,-8.12113,-38.7388
2883,Mirandópolis,-21.1313,-51.1035
2884,Mirangaba,-10.961,-40.574
2885,Miranorte,-9.52907,-48.5922
2886,Mirante,-14.2385,-40.7718
2887,Mirante da Serra,-11.029000000000002,-62.6696
2888,Mirante do Paranapanema,-22.2904,-51.9084
2889,Miraselva,-22.9657,-51.4846
2890,Mirassol,-20.8169,-49.5206
2891,Mirassol d'Oeste,-15.6759,-58.0951
2892,Mirassolândia,-20.6179,-49.4617
2893,Miravânia,-14.7348,-44.4092
2894,Mirim Doce,-27.197,-50.0786
2895,Mirinzal,-2.07094,-44.7787
2896,Missal,-25.0919,-54.2477
2897,Missão Velha,-7.23522,-39.143
2898,Mocajuba,-2.5831,-49.5042
2899,Mococa,-21.4647,-47.0024
2900,Modelo,-26.7729,-53.04
2901,Moeda,-20.3399,-44.0509
2902,Moema,-19.8387,-45.4127
2903,Mogeiro,-7.28517,-35.4832
2904,Mogi Guaçu,-22.3675,-46.9428
2905,Mogi Mirim,-22.4332,-46.9532
2906,Moiporá,-16.5434,-50.739
2907,Moita Bonita,-10.5769,-37.3512
2908,Moju,-1.88993,-48.7668
2909,Mojuí dos Campos,-2.6822,-54.6425
2910,Mombaça,-5.73844,-39.63
2911,Mombuca,-22.9285,-47.559
2912,Monção,-3.48125,-45.2496
2913,Monções,-20.8509,-50.0975
2914,Mondaí,-27.1008,-53.4032
2915,Mongaguá,-24.0809,-46.6265
2916,Monjolos,-18.3245,-44.118
2917,Monsenhor Gil,-5.562,-42.6075
2918,Monsenhor Hipólito,-6.99275,-41.026
2919,Monsenhor Paulo,-21.7579,-45.5391
2920,Monsenhor Tabosa,-4.79102,-40.0646
2921,Montadas,-7.0884800000000014,-35.9592
2922,Montalvânia,-14.4197,-44.3719
2923,Montanha,-18.1303,-40.3668
2924,Montanhas,-6.48522,-35.2842
2925,Montauri,-28.6462,-52.0767
2926,Monte Alegre de Goiás,-13.2552,-46.8928
2927,Monte Alegre de Minas,-18.869,-48.881
2928,Monte Alegre de Sergipe,-10.0256,-37.5616
2929,Monte Alegre do Piauí,-9.75364,-45.3037
2930,Monte Alegre do Sul,-22.6817,-46.681
2931,Monte Alegre dos Campos,-28.6805,-50.7834
2932,Monte Alto,-21.2655,-48.4971
2933,Monte Aprazível,-20.768,-49.7184
2934,Monte Azul,-15.1514,-42.8718
2935,Monte Azul Paulista,-20.9065,-48.6387
2936,Monte Belo,-21.3271,-46.3635
2937,Monte Belo do Sul,-29.1607,-51.6333
2938,Monte Carlo,-27.2239,-50.9808
2939,Monte Carmelo,-18.7302,-47.4912
2940,Monte Castelo,-26.461,-50.2327
2941,Monte Castelo,-21.2981,-51.5679
2942,Monte das Gameleiras,-6.43698,-35.7831
2943,Monte do Carmo,-10.7611,-48.1114
2944,Monte Formoso,-16.8691,-41.2473
2945,Monte Horebe,-7.20402,-38.5838
2946,Monte Mor,-22.945,-47.3122
2947,Monte Negro,-10.2458,-63.29
2948,Monte Santo,-10.4374,-39.3321
2949,Monte Santo de Minas,-21.1873,-46.9753
2950,Monte Santo do Tocantins,-10.0075,-48.9941
2951,Monte Sião,-22.4335,-46.573
2952,Monteiro,-7.88363,-37.1184
2953,Monteiro Lobato,-22.9544,-45.8407
2954,Monteirópolis,-9.60357,-37.2505
2955,Montenegro,-29.6824,-51.4679
2956,Montes Altos,-5.83067,-47.0673
2957,Montes Claros,-16.7282,-43.8578
2958,Montes Claros de Goiás,-16.0059,-51.3979
2959,Montezuma,-15.1702,-42.4941
2960,Montividiu,-17.4439,-51.1728
2961,Montividiu do Norte,-13.3485,-48.6853
2962,Morada Nova,-5.09736,-38.3702
2963,Morada Nova de Minas,-18.5998,-45.3584
2964,Moraújo,-3.46311,-40.6776
2965,Moreilândia,-7.61931,-39.546
2966,Moreira Sales,-24.0509,-53.0102
2967,Moreno,-8.10871,-35.0835
2968,Mormaço,-28.6968,-52.6999
2969,Morpará,-11.5569,-43.2766
2970,Morretes,-25.4744,-48.8345
2971,Morrinhos,-17.7334,-49.1059
2972,Morrinhos,-3.23426,-40.1233
2973,Morrinhos do Sul,-29.3578,-49.9328
2974,Morro Agudo,-20.7288,-48.0581
2975,Morro Agudo de Goiás,-15.3184,-50.0553
2976,Morro Cabeça no Tempo,-9.71891,-43.9072
2977,Morro da Fumaça,-28.6511,-49.2169
2978,Morro da Garça,-18.5356,-44.601000000000006
2979,Morro do Chapéu,-11.5488,-41.1565
2980,Morro do Chapéu do Piauí,-3.73337,-42.3024
2981,Morro do Pilar,-19.2236,-43.3795
2982,Morro Grande,-28.8006,-49.7214
2983,Morro Redondo,-31.5887,-52.6261
2984,Morro Reuter,-29.5379,-51.0811
2985,Morros,-2.85379,-44.0357
2986,Mortugaba,-15.0225,-42.3727
2987,Morungaba,-22.8811,-46.7896
2988,Mossâmedes,-16.124000000000002,-50.2136
2989,Mostardas,-31.1054,-50.9167
2990,Motuca,-21.5103,-48.1538
2991,Mozarlândia,-14.7457,-50.5713
2992,Muaná,-1.53936,-49.2224
2993,Mucajaí,2.43998,-60.9096
2994,Mucambo,-3.90271,-40.7452
2995,Mucugê,-13.0053,-41.3703
2996,Muçum,-29.163,-51.8714
2997,Mucuri,-18.0754,-39.5565
2998,Mucurici,-18.0965,-40.52
2999,Muitos Capões,-28.3132,-51.1836
3000,Muliterno,-28.3253,-51.7697
3001,Mulungu,-7.02525,-35.46
3002,Mulungu,-4.30294,-38.9951
3003,Mulungu do Morro,-11.9648,-41.6374
3004,Mundo Novo,-11.8541,-40.4714
3005,Mundo Novo,-23.9355,-54.28100000000001
3006,Mundo Novo,-13.7729,-50.2814
3007,Munhoz,-22.6092,-46.362
3008,Munhoz de Melo,-23.1487,-51.7737
3009,Muniz Ferreira,-13.0092,-39.1092
3010,Muniz Freire,-20.4652,-41.4156
3011,Muquém de São Francisco,-12.065,-43.5497
3012,Muqui,-20.9509,-41.346
3013,Muribeca,-10.4271,-36.9588
3014,Murici,-9.30682,-35.9428
3015,Murici dos Portelas,-3.319,-42.094
3016,Muricilândia,-7.14669,-48.6091
3017,Muritiba,-12.6329,-38.9921
3018,Murutinga do Sul,-20.9908,-51.2774
3019,Mutuípe,-13.2284,-39.5044
3020,Mutum,-19.8121,-41.4407
3021,Mutunópolis,-13.7303,-49.2745
3022,Muzambinho,-21.3692,-46.5213
3023,Nacip Raydan,-18.4544,-42.2481
3024,Nantes,-22.6156,-51.24
3025,Nanuque,-17.8481,-40.3533
3026,Não-Me-Toque,-28.4548,-52.8182
3027,Naque,-19.2291,-42.3312
3028,Narandiba,-22.4057,-51.5274
3029,Natalândia,-16.5021,-46.4874
3030,Natércia,-22.1158,-45.5123
3031,Natividade,-11.7034,-47.7223
3032,Natividade,-21.039,-41.9697
3033,Natividade da Serra,-23.3707,-45.4468
3034,Natuba,-7.63514,-35.5586
3035,Naviraí,-23.0618,-54.1995
3036,Nazaré,-13.0235,-39.0108
3037,Nazaré,-6.37496,-47.6643
3038,Nazaré da Mata,-7.74149,-35.2193
3039,Nazaré do Piauí,-6.97023,-42.6773
3040,Nazaré Paulista,-23.1747,-46.3983
3041,Nazareno,-21.2168,-44.6138
3042,Nazarezinho,-6.9114,-38.322
3043,Nazária,-5.35128,-42.8153
3044,Nazário,-16.5808,-49.8817
3045,Neópolis,-10.3215,-36.585
3046,Nepomuceno,-21.2324,-45.235
3047,Nerópolis,-16.4047,-49.2227
3048,Neves Paulista,-20.843000000000004,-49.6358
3049,Nhamundá,-2.20793,-56.7112
3050,Nhandeara,-20.6945,-50.0436
3051,Nicolau Vergueiro,-28.5298,-52.4676
3052,Nilo Peçanha,-13.604,-39.1091
3053,Nilópolis,-22.8057,-43.4233
3054,Nina Rodrigues,-3.46788,-43.9134
3055,Ninheira,-15.3148,-41.7564
3056,Nioaque,-21.1419,-55.8296
3057,Nipoã,-20.9114,-49.7833
3058,Niquelândia,-14.4662,-48.4599
3059,Nísia Floresta,-6.0932900000000005,-35.1991
3060,Nobres,-14.7192,-56.3284
3061,Nonoai,-27.3689,-52.7756
3062,Nordestina,-10.8192,-39.4297
3063,Normandia,3.8853,-59.6204
3064,Nortelândia,-14.454,-56.7945
3065,Nossa Senhora Aparecida,-10.3944,-37.4517
3066,Nossa Senhora das Dores,-10.4854,-37.1963
3067,Nossa Senhora das Graças,-22.9129,-51.7978
3068,Nossa Senhora de Lourdes,-10.0772,-37.0615
3069,Nossa Senhora de Nazaré,-4.63019,-42.173
3070,Nossa Senhora do Livramento,-15.772,-56.3432
3071,Nossa Senhora do Socorro,-10.8468,-37.1231
3072,Nossa Senhora dos Remédios,-3.97574,-42.6184
3073,Nova Aliança,-21.0156,-49.4986
3074,Nova Aliança do Ivaí,-23.1763,-52.6032
3075,Nova Alvorada,-28.6822,-52.1631
3076,Nova Alvorada do Sul,-21.4657,-54.3825
3077,Nova América,-15.0206,-49.8953
3078,Nova América da Colina,-23.3308,-50.7168
3079,Nova Andradina,-22.238000000000003,-53.3437
3080,Nova Araçá,-28.6537,-51.7458
3081,Nova Aurora,-24.5289,-53.2575
3082,Nova Aurora,-18.0597,-48.2552
3083,Nova Bandeirantes,-9.84977,-57.8139
3084,Nova Bassano,-28.7291,-51.7072
3085,Nova Belém,-18.4925,-41.1107
3086,Nova Boa Vista,-27.9926,-52.9784
3087,Nova Brasilândia,-14.9612,-54.9685
3088,Nova Brasilândia D'Oeste,-11.7247,-62.3127
3089,Nova Bréscia,-29.2182,-52.0319
3090,Nova Campina,-24.1224,-48.9022
3091,Nova Canaã,-14.7912,-40.1458
3092,Nova Canaã do Norte,-10.558,-55.953
3093,Nova Canaã Paulista,-20.3836,-50.9483
3094,Nova Candelária,-27.6137,-54.1074
3095,Nova Cantu,-24.6723,-52.5661
3096,Nova Castilho,-20.7615,-50.3477
3097,Nova Colinas,-7.12263,-46.2607
3098,Nova Crixás,-14.0957,-50.33
3099,Nova Cruz,-6.47511,-35.4286
3100,Nova Era,-19.7577,-43.0333
3101,Nova Erechim,-26.8982,-52.9066
3102,Nova Esperança,-23.182,-52.2031
3103,Nova Esperança do Piriá,-2.26693,-46.9731
3104,Nova Esperança do Sudoeste,-25.9004,-53.2618
3105,Nova Esperança do Sul,-29.4066,-54.8293
3106,Nova Europa,-21.7765,-48.5705
3107,Nova Fátima,-23.4324,-50.5665
3108,Nova Fátima,-11.6031,-39.6302
3109,Nova Floresta,-6.45056,-36.2057
3110,Nova Friburgo,-22.2932,-42.5377
3111,Nova Glória,-15.145,-49.5737
3112,Nova Granada,-20.5321,-49.3123
3113,Nova Guarita,-10.312,-55.4061
3114,Nova Guataporanga,-21.332,-51.6447
3115,Nova Hartz,-29.5808,-50.9051
3116,Nova Ibiá,-13.812,-39.6182
3117,Nova Iguaçu de Goiás,-14.2868,-49.3872
3118,Nova Independência,-21.1026,-51.4905
3119,Nova Iorque,-6.73047,-44.0471
3120,Nova Ipixuna,-4.91622,-49.0822
3121,Nova Itaberaba,-26.9428,-52.8141
3122,Nova Itarana,-13.0241,-40.0653
3123,Nova Lacerda,-14.4727,-59.6001
3124,Nova Laranjeiras,-25.3054,-52.5447
3125,Nova Londrina,-22.7639,-52.9868
3126,Nova Luzitânia,-20.856,-50.2617
3127,Nova Mamoré,-10.4077,-65.3346
3128,Nova Marilândia,-14.3568,-56.9696
3129,Nova Maringá,-13.0136,-57.0908
3130,Nova Módica,-18.4417,-41.4984
3131,Nova Mutum,-13.8374,-56.0743
3132,Nova Nazaré,-13.9486,-51.8002
3133,Nova Odessa,-22.7832,-47.2941
3134,Nova Olímpia,-23.4703,-53.0898
3135,Nova Olímpia,-14.7889,-57.2886
3136,Nova Olinda,-7.631710000000001,-48.4252
3137,Nova Olinda,-7.08415,-39.6713
3138,Nova Olinda,-7.47232,-38.0382
3139,Nova Olinda do Maranhão,-2.84227,-45.6953
3140,Nova Olinda do Norte,-3.90037,-59.094
3141,Nova Pádua,-29.0275,-51.3098
3142,Nova Palmeira,-6.67122,-36.422
3143,Nova Petrópolis,-29.3741,-51.1136
3144,Nova Ponte,-19.1461,-47.6779
3145,Nova Porteirinha,-15.7993,-43.2941
3146,Nova Prata,-28.7799,-51.6113
3147,Nova Prata do Iguaçu,-25.6309,-53.3469
3148,Nova Ramada,-28.0667,-53.6992
3149,Nova Redenção,-12.815,-41.0748
3150,Nova Resende,-21.1286,-46.4157
3151,Nova Roma,-13.7388,-46.8734
3152,Nova Roma do Sul,-28.9882,-51.4095
3153,Nova Rosalândia,-10.5651,-48.9125
3154,Nova Russas,-4.70581,-40.5621
3155,Nova Santa Bárbara,-23.5865,-50.7598
3156,Nova Santa Helena,-10.8651,-55.1872
3157,Nova Santa Rita,-29.8525,-51.2837
3158,Nova Santa Rita,-8.09707,-42.0471
3159,Nova Santa Rosa,-24.4693,-53.9552
3160,Nova Serrana,-19.8713,-44.9847
3161,Nova Soure,-11.2329,-38.4871
3162,Nova Tebas,-24.438,-51.9454
3163,Nova Timboteua,-1.20874,-47.3921
3164,Nova Trento,-27.278,-48.9298
3165,Nova Ubiratã,-12.9834,-55.2556
3166,Nova União,-19.6876,-43.583
3167,Nova União,-10.9068,-62.5564
3168,Nova Venécia,-18.715,-40.4053
3169,Nova Veneza,-28.6338,-49.5055
3170,Nova Veneza,-16.3695,-49.3168
3171,Nova Viçosa,-17.8926,-39.3743
3172,Nova Xavantina,-14.6771,-52.3502
3173,Novais,-20.9893,-48.9141
3174,Novo Acordo,-9.97063,-47.6785
3175,Novo Airão,-2.63637,-60.9434
3176,Novo Alegre,-12.9217,-46.5713
3177,Novo Aripuanã,-5.12593,-60.3732
3178,Novo Barreiro,-27.9077,-53.1103
3179,Novo Brasil,-16.0313,-50.7113
3180,Novo Cabrais,-29.7338,-52.9489
3181,Novo Cruzeiro,-17.4654,-41.8826
3182,Novo Gama,-16.0592,-48.0417
3183,Novo Hamburgo,-29.6875,-51.1328
3184,Novo Horizonte,-26.4442,-52.8281
3185,Novo Horizonte,-21.4651,-49.2234
3186,Novo Horizonte,-12.8083,-42.1682
3187,Novo Horizonte do Norte,-11.4089,-57.3488
3188,Novo Horizonte do Oeste,-11.6961,-61.9951
3189,Novo Horizonte do Sul,-22.6693,-53.8601
3190,Novo Itacolomi,-23.7631,-51.5079
3191,Novo Jardim,-11.826,-46.6325
3192,Novo Lino,-8.94191,-35.664
3193,Novo Machado,-27.5765,-54.5036
3194,Novo Mundo,-9.95616,-55.2029
3195,Novo Oriente,-5.525519999999998,-40.7713
3196,Novo Oriente de Minas,-17.4089,-41.2194
3197,Novo Oriente do Piauí,-6.44901,-41.9261
3198,Novo Planalto,-13.2424,-49.506
3199,Novo Progresso,-7.14347,-55.3786
3200,Novo Repartimento,-4.24749,-49.9499
3201,Novo Santo Antônio,-5.28749,-41.9325
3202,Novo Santo Antônio,-12.2875,-50.9686
3203,Novo São Joaquim,-14.9054,-53.0194
3204,Novo Tiradentes,-27.5649,-53.1837
3205,Novo Triunfo,-10.3182,-38.4014
3206,Novo Xingu,-27.749,-53.0639
3207,Novorizonte,-16.0162,-42.4044
3208,Nuporanga,-20.7296,-47.7429
3209,Óbidos,-1.90107,-55.5208
3210,Ocara,-4.4852300000000005,-38.5933
3211,Ocauçu,-22.438,-49.922
3212,Oeiras,-7.01915,-42.1283
3213,Oeiras do Pará,-2.00358,-49.8628
3214,Oiapoque,3.84074,-51.8331
3215,Olaria,-21.8598,-43.9356
3216,Óleo,-22.9435,-49.3419
3217,Olho d'Água,-7.22118,-37.7406
3218,Olho d'Água das Cunhãs,-4.13417,-45.1163
3219,Olho d'Água das Flores,-9.53686,-37.2971
3220,Olho d'Água do Casado,-9.50357,-37.8301
3221,Olho D'Água do Piauí,-5.84125,-42.5594
3222,Olho d'Água Grande,-10.0572,-36.8101
3223,Olho-d'Água do Borges,-5.9486,-37.7047
3224,Olhos d'Água,-17.3982,-43.5719
3225,Olímpia,-20.7366,-48.9106
3226,Olímpio Noronha,-22.0685,-45.2657
3227,Olinda Nova do Maranhão,-2.99295,-44.9897
3228,Olindina,-11.3497,-38.3379
3229,Olivedos,-6.98434,-36.241
3230,Oliveira,-20.6982,-44.82899999999999
3231,Oliveira de Fátima,-10.707,-48.9086
3232,Oliveira dos Brejinhos,-12.3132,-42.8969
3233,Oliveira Fortes,-21.3401,-43.4499
3234,Olivença,-9.51954,-37.1954
3235,Onça de Pitangui,-19.7276,-44.8058
3236,Onda Verde,-20.6042,-49.2929
3237,Oratórios,-20.4298,-42.7977
3238,Oriente,-22.1549,-50.0971
3239,Orindiúva,-20.1861,-49.3464
3240,Oriximiná,-1.7598900000000002,-55.8579
3241,Orizânia,-20.5142,-42.1991
3242,Orizona,-17.0334,-48.2964
3243,Orlândia,-20.7169,-47.8852
3244,Orleans,-28.3487,-49.2986
3245,Orobó,-7.74553,-35.5956
3246,Orocó,-8.61026,-39.6026
3247,Orós,-6.25182,-38.9053
3248,Ortigueira,-24.2058,-50.9185
3249,Oscar Bressane,-22.3149,-50.2811
3250,Osvaldo Cruz,-21.7968,-50.8793
3251,Otacílio Costa,-27.4789,-50.1231
3252,Ourém,-1.54168,-47.1126
3253,Ouriçangas,-12.0175,-38.6166
3254,Ouricuri,-7.87918,-40.08
3255,Ourilândia do Norte,-6.7529,-51.0858
3256,Ourinhos,-22.9797,-49.8697
3257,Ourizona,-23.4053,-52.1964
3258,Ouro,-27.3379,-51.6194
3259,Ouro Branco,-20.5263,-43.6962
3260,Ouro Branco,-6.6958,-36.9428
3261,Ouro Branco,-9.15884,-37.3556
3262,Ouro Fino,-22.2779,-46.3716
3263,Ouro Preto,-20.3796,-43.512
3264,Ouro Preto do Oeste,-10.7167,-62.2565
3265,Ouro Velho,-7.616039999999999,-37.1519
3266,Ouro Verde,-26.692,-52.3108
3267,Ouro Verde,-21.4872,-51.7024
3268,Ouro Verde de Goiás,-16.2181,-49.1942
3269,Ouro Verde de Minas,-18.0719,-41.2734
3270,Ouro Verde do Oeste,-24.7933,-53.9043
3271,Ouroeste,-20.0061,-50.3768
3272,Ourolândia,-10.9578,-41.0756
3273,Ouvidor,-18.2277,-47.8355
3274,Pacaembu,-21.5627,-51.2654
3275,Pacajá,-3.83542,-50.6399
3276,Pacajus,-4.1710699999999985,-38.465
3277,Pacaraima,4.4799,-61.1477
3278,Pacatuba,-3.9784,-38.6183
3279,Pacatuba,-10.4538,-36.6531
3280,Paço do Lumiar,-2.51657,-44.1019
3281,Pacoti,-4.22492,-38.922
3282,Pacujá,-3.98327,-40.6989
3283,Padre Bernardo,-15.1605,-48.2833
3284,Padre Carvalho,-16.3646,-42.5088
3285,Padre Marcos,-7.35101,-40.8997
3286,Padre Paraíso,-17.0758,-41.4821
3287,Paes Landim,-7.77375,-42.2474
3288,Pai Pedro,-15.5271,-43.07
3289,Paial,-27.2541,-52.4975
3290,Paiçandu,-23.4555,-52.04600000000001
3291,Paim Filho,-27.7075,-51.76300000000001
3292,Paineiras,-18.8993,-45.5321
3293,Painel,-27.9234,-50.0972
3294,Pains,-20.3705,-45.6627
3295,Paiva,-21.2913,-43.4088
3296,Pajeú do Piauí,-7.85508,-42.8248
3297,Palestina,-9.67493,-37.339
3298,Palestina,-20.39,-49.4309
3299,Palestina de Goiás,-16.7392,-51.5309
3300,Palestina do Pará,-5.74027,-48.3181
3301,Palhano,-4.73672,-37.9655
3302,Palhoça,-27.6455,-48.6697
3303,Palma,-21.3748,-42.3123
3304,Palma Sola,-26.3471,-53.2771
3305,Palmácia,-4.13831,-38.8446
3306,Palmares,-8.68423,-35.589
3307,Palmares do Sul,-30.2535,-50.5103
3308,Palmares Paulista,-21.0854,-48.8037
3309,Palmas de Monte Alto,-14.2676,-43.1609
3310,Palmeira,-25.4257,-50.007
3311,Palmeira,-27.583,-50.1577
3312,Palmeira d'Oeste,-20.4148,-50.7632
3313,Palmeira das Missões,-27.9007,-53.3134
3314,Palmeira do Piauí,-8.73076,-44.2466
3315,Palmeira dos Índios,-9.40568,-36.6328
3316,Palmeirais,-5.97086,-43.056
3317,Palmeirândia,-2.64433,-44.8933
3318,Palmeirante,-7.847860000000002,-47.9242
3319,Palmeiras,-12.5059,-41.5809
3320,Palmeiras de Goiás,-16.8044,-49.924
3321,Palmeiras do Tocantins,-6.61658,-47.5464
3322,Palmeirina,-9.0109,-36.3242
3323,Palmeirópolis,-13.0447,-48.4026
3324,Palmelo,-17.3258,-48.426
3325,Palminópolis,-16.7924,-50.1652
3326,Palmital,-22.7858,-50.218
3327,Palmital,-24.8853,-52.2029
3328,Palmitinho,-27.3596,-53.558
3329,Palmitos,-27.0702,-53.1586
3330,Palmópolis,-16.7364,-40.4296
3331,Palotina,-24.2868,-53.8404
3332,Panamá,-18.1783,-49.355
3333,Panambi,-28.2833,-53.5023
3334,Pancas,-19.2229,-40.8534
3335,Panelas,-8.66121,-36.0125
3336,Panorama,-21.354,-51.8562
3337,Pantano Grande,-30.1902,-52.3729
3338,Pão de Açúcar,-9.74032,-37.4403
3339,Papagaios,-19.4419,-44.7468
3340,Paquetá,-7.10303,-41.7
3341,Pará de Minas,-19.8534,-44.6114
3342,Paracambi,-22.6078,-43.7108
3343,Paracatu,-17.2252,-46.8711
