,cidade,latitude,longitude
3344,Paracuru,-3.41436,-39.03
3345,Paragominas,-3.00212,-47.3527
3346,Paraguaçu,-21.5465,-45.7374
3347,Paraguaçu Paulista,-22.4114,-50.5732
3348,Paraíba do Sul,-22.1585,-43.304
3349,Paraibano,-6.4264,-43.9792
3350,Paraibuna,-23.3872,-45.6639
3351,Paraipaba,-3.43799,-39.1479
3352,Paraíso,-21.0159,-48.7761
3353,Paraíso,-26.62,-53.6716
3354,Paraíso das Águas,-19.0216,-53.0116
3355,Paraíso do Norte,-23.2824,-52.6054
3356,Paraíso do Sul,-29.6717,-53.144
3357,Paraíso do Tocantins,-10.175,-48.8823
3358,Paraisópolis,-22.5539,-45.7803
3359,Parambu,-6.20768,-40.6905
3360,Paramirim,-13.4388,-42.2395
3361,Paramoti,-4.08815,-39.2417
3362,Paranã,-12.6167,-47.8734
3363,Paraná,-6.47565,-38.3057
3364,Paranacity,-22.9297,-52.1549
3365,Paranaguá,-25.5161,-48.5225
3366,Paranaíba,-19.6746,-51.1909
3367,Paranaiguara,-18.9141,-50.6539
3368,Paranaíta,-9.65835,-56.4786
3369,Paranapanema,-23.3862,-48.7214
3370,Paranapoema,-22.6412,-52.0905
3371,Paranapuã,-20.1048,-50.5886
3372,Paranatama,-8.91875,-36.6549
3373,Paranatinga,-14.4265,-54.0524
3374,Paranhos,-23.8911,-55.429
3375,Paraopeba,-19.2732,-44.4044
3376,Parapuã,-21.7792,-50.7949
3377,Parari,-7.30975,-36.6522
3378,Paratinga,-12.687,-43.1798
3379,Paraty,-23.2221,-44.7175
3380,Paraú,-5.76893,-37.1032
3381,Paraúna,-16.9463,-50.4484
3382,Parazinho,-5.22276,-35.8398
3383,Pardinho,-23.0841,-48.3679
3384,Pareci Novo,-29.6365,-51.3974
3385,Parecis,-12.1754,-61.6032
3386,Parelhas,-6.68491,-36.6566
3387,Pariconha,-9.25634,-37.9988
3388,Paripiranga,-10.6859,-37.8626
3389,Paripueira,-9.46313,-35.552
3390,Pariquera-Açu,-24.7147,-47.8742
3391,Parisi,-20.3034,-50.0163
3392,Parnaguá,-10.2166,-44.63
3393,Parnarama,-5.67365,-43.1011
3394,Parobé,-29.6243,-50.8312
3395,Passa Quatro,-22.3871,-44.9709
3396,Passa Sete,-29.4577,-52.9599
3397,Passa Tempo,-20.6539,-44.4926
3398,Passa-Vinte,-22.2097,-44.2344
3399,Passabém,-19.3509,-43.1383
3400,Passagem,-6.27268,-35.37
3401,Passagem,-7.13467,-37.0433
3402,Passagem Franca,-6.17745,-43.7755
3403,Passagem Franca do Piauí,-5.86036,-42.4436
3404,Passira,-7.9971,-35.5813
3405,Passo de Camaragibe,-9.24511,-35.4745
3406,Passo de Torres,-29.3099,-49.722
3407,Passo do Sobrado,-29.748,-52.2748
3408,Passos,-20.7193,-46.609
3409,Passos Maia,-26.7829,-52.0568
3410,Pastos Bons,-6.60296,-44.0745
3411,Patis,-16.0773,-44.0787
3412,Pato Bragado,-24.6271,-54.2265
3413,Patos,-7.01743,-37.2747
3414,Patos de Minas,-18.5699,-46.5013
3415,Patos do Piauí,-7.67231,-41.2408
3416,Patrocínio do Muriaé,-21.1544,-42.2125
3417,Patrocínio Paulista,-20.6384,-47.2801
3418,Patu,-6.10656,-37.6356
3419,Paty do Alferes,-22.4309,-43.4285
3420,Pau Brasil,-15.4572,-39.6458
3421,Pau d'Arco,-1.59772,-46.9268
3422,Pau D'Arco,-7.53919,-49.367
3423,Pau D'Arco do Piauí,-5.26072,-42.3908
3424,Pau dos Ferros,-6.10498,-38.2077
3425,Paudalho,-7.90287,-35.1716
3426,Pauini,-7.71311,-66.992
3427,Paula Cândido,-20.8754,-42.9752
3428,Paula Freitas,-26.2105,-50.931
3429,Paulicéia,-21.3153,-51.8321
3430,Paulínia,-22.7542,-47.1488
3431,Paulino Neves,-2.72094,-42.5258
3432,Paulista,-6.59138,-37.6185
3433,Paulista,-7.934010000000002,-34.8684
3434,Paulistana,-8.134360000000001,-41.1431
3435,Paulistânia,-22.5768,-49.4008
3436,Paulistas,-18.4276,-42.8628
3437,Paulo Afonso,-9.3983,-38.2216
3438,Paulo Bento,-27.7051,-52.4169
3439,Paulo de Faria,-20.0296,-49.4
3440,Paulo Frontin,-26.0466,-50.8304
3441,Paulo Jacinto,-9.36792,-36.3672
3442,Paulo Lopes,-27.9607,-48.6864
3443,Paulo Ramos,-4.44485,-45.2398
3444,Pavão,-17.4267,-41.0035
3445,Paverama,-29.5486,-51.7339
3446,Pavussu,-7.96059,-43.2284
3447,Pé de Serra,-11.8313,-39.611
3448,Peçanha,-18.5441,-42.5583
3449,Pederneiras,-22.3511,-48.7781
3450,Pedra,-8.496410000000001,-36.94
3451,Pedra Azul,-16.0086,-41.2909
3452,Pedra Bela,-22.7902,-46.4455
3453,Pedra Bonita,-20.5219,-42.3304
3454,Pedra Branca,-7.421689999999999,-38.0689
3455,Pedra Branca,-5.45341,-39.7078
3456,Pedra Branca do Amapari,0.777424,-51.9503
3457,Pedra do Anta,-20.5968,-42.7123
3458,Pedra do Indaiá,-20.2563,-45.2107
3459,Pedra Dourada,-20.8266,-42.1515
3460,Pedra Grande,-5.1498800000000005,-35.876
3461,Pedra Lavrada,-6.7499699999999985,-36.4758
3462,Pedra Mole,-10.6134,-37.6922
3463,Pedra Preta,-5.5735199999999985,-36.1084
3464,Pedra Preta,-16.6245,-54.4722
3465,Pedralva,-22.2386,-45.4654
3466,Pedranópolis,-20.2474,-50.1129
3467,Pedrão,-12.1491,-38.6487
3468,Pedras Altas,-31.7365,-53.5814
3469,Pedras de Fogo,-7.39107,-35.1065
3470,Pedras de Maria da Cruz,-15.6032,-44.39100000000001
3471,Pedras Grandes,-28.4339,-49.1949
3472,Pedregulho,-20.2535,-47.4775
3473,Pedreira,-22.7413,-46.8948
3474,Pedreiras,-4.56482,-44.6006
3475,Pedrinhas,-11.1902,-37.6775
3476,Pedrinhas Paulista,-22.8174,-50.7933
3477,Pedrinópolis,-19.2241,-47.4579
3478,Pedro Afonso,-8.97034,-48.1729
3479,Pedro Alexandre,-10.012,-37.8932
3480,Pedro Avelino,-5.5161,-36.3867
3481,Pedro Canário,-18.3004,-39.9574
3482,Pedro de Toledo,-24.2764,-47.2354
3483,Pedro do Rosário,-2.9727200000000003,-45.3493
3484,Pedro Gomes,-18.0996,-54.5507
3485,Pedro II,-4.42585,-41.4482
3486,Pedro Laurentino,-8.06807,-42.2847
3487,Pedro Leopoldo,-19.6308,-44.0383
3488,Pedro Osório,-31.8642,-52.8184
3489,Pedro Régis,-6.63323,-35.2966
3490,Pedro Teixeira,-21.7076,-43.743
3491,Pedro Velho,-6.4356,-35.2195
3492,Peixe,-12.0254,-48.5395
3493,Peixe-Boi,-1.19382,-47.324
3494,Peixoto de Azevedo,-10.2262,-54.9794
3495,Pejuçara,-28.4283,-53.6579
3496,Penaforte,-7.82163,-39.0707
3497,Penalva,-3.27674,-45.1768
3498,Penápolis,-21.4148,-50.0769
3499,Pendências,-5.2564,-36.7095
3500,Penedo,-10.2874,-36.5819
3501,Penha,-26.7754,-48.6465
3502,Pentecoste,-3.79274,-39.2692
3503,Pequeri,-21.8341,-43.1145
3504,Pequi,-19.6284,-44.6604
3505,Pequizeiro,-8.5932,-48.9327
3506,Perdigão,-19.9411,-45.078
3507,Perdizes,-19.3434,-47.2963
3508,Perdões,-21.0932,-45.0896
3509,Pereira Barreto,-20.6368,-51.1123
3510,Pereiras,-23.0804,-47.972
3511,Pereiro,-6.03576,-38.4624
3512,Peri Mirim,-2.57676,-44.8504
3513,Periquito,-19.1573,-42.2333
3514,Peritiba,-27.3754,-51.9018
3515,Peritoró,-4.37459,-44.3369
3516,Perobal,-23.8949,-53.4098
3517,Pérola,-23.8039,-53.6834
3518,Pérola d'Oeste,-25.8278,-53.7433
3519,Perolândia,-17.5258,-52.065
3520,Peruíbe,-24.312,-47.0012
3521,Pescador,-18.357,-41.6006
3522,Pescaria Brava,-28.3966,-48.8864
3523,Pesqueira,-8.35797,-36.6978
3524,Petrolândia,-9.06863,-38.3027
3525,Petrolândia,-27.5346,-49.6937
3526,Petrolina de Goiás,-16.0968,-49.3364
3527,Piaçabuçu,-10.406,-36.434
3528,Piacatu,-21.5921,-50.6003
3529,Piancó,-7.192819999999998,-37.9289
3530,Piatã,-13.1465,-41.7702
3531,Piau,-21.5096,-43.313
3532,Picada Café,-29.4464,-51.1367
3533,Piçarra,-6.43778,-48.8716
3534,Picos,-7.077210000000001,-41.467
3535,Picuí,-6.50845,-36.3497
3536,Piedade,-23.7139,-47.4256
3537,Piedade de Caratinga,-19.7593,-42.0756
3538,Piedade de Ponte Nova,-20.2438,-42.7379
3539,Piedade do Rio Grande,-21.469,-44.1938
3540,Piedade dos Gerais,-20.4715,-44.2243
3541,Piên,-26.0965,-49.4336
3542,Pilão Arcado,-10.0051,-42.4936
3543,Pilar,-7.26403,-35.2523
3544,Pilar,-9.60135,-35.9543
3545,Pilar de Goiás,-14.7608,-49.5784
3546,Pilar do Sul,-23.8077,-47.7222
3547,Pilões,-6.2636400000000005,-38.0461
3548,Pilões,-6.86827,-35.613
3549,Pilõezinhos,-6.84277,-35.531
3550,Pimenta,-20.4827,-45.8049
3551,Pimenta Bueno,-11.672,-61.198
3552,Pimenteiras,-6.23839,-41.4113
3553,Pimenteiras do Oeste,-13.4823,-61.0471
3554,Pindaí,-14.4921,-42.68600000000001
3555,Pindamonhangaba,-22.9246,-45.4613
3556,Pindaré-Mirim,-3.60985,-45.342
3557,Pindoba,-9.47382,-36.2918
3558,Pindobaçu,-10.7433,-40.3675
3559,Pindorama,-21.1853,-48.9086
3560,Pindorama do Tocantins,-11.1311,-47.5726
3561,Pindoretama,-4.01584,-38.3061
3562,Pingo-d'Água,-19.7287,-42.4095
3563,Pinhal,-27.508000000000006,-53.2082
3564,Pinhal da Serra,-27.8751,-51.1673
3565,Pinhal de São Bento,-26.0324,-53.482
3566,Pinhal Grande,-29.345,-53.3206
3567,Pinhalão,-23.7982,-50.0536
3568,Pinhalzinho,-22.7811,-46.5897
3569,Pinhalzinho,-26.8495,-52.9913
3570,Pinhão,-10.5677,-37.7242
3571,Pinhão,-25.6944,-51.6536
3572,Pinheiral,-22.5172,-44.0022
3573,Pinheirinho do Vale,-27.2109,-53.608
3574,Pinheiro,-2.52224,-45.0788
3575,Pinheiro Machado,-31.5794,-53.3798
3576,Pinheiro Preto,-27.0483,-51.2243
3577,Pinheiros,-18.4141,-40.2171
3578,Pintadas,-11.8117,-39.9009
3579,Pinto Bandeira,-29.0975,-51.4503
3580,Pintópolis,-16.0572,-45.1402
3581,Pio IX,-6.830019999999998,-40.6083
3582,Pio XII,-3.89315,-45.1759
3583,Piquerobi,-21.8747,-51.7282
3584,Piquet Carneiro,-5.80025,-39.417
3585,Piquete,-22.6069,-45.1869
3586,Piracaia,-23.0525,-46.3594
3587,Piracanjuba,-17.302,-49.017
3588,Piracema,-20.5089,-44.4783
3589,Piracicaba,-22.7338,-47.6476
3590,Piracuruca,-3.93335,-41.7088
3591,Piraí,-22.6215,-43.9081
3592,Piraí do Norte,-13.759,-39.3836
3593,Piraí do Sul,-24.5306,-49.9433
3594,Piraju,-23.1981,-49.3803
3595,Pirajuba,-19.9092,-48.7027
3596,Pirajuí,-21.999,-49.4608
3597,Pirambu,-10.7215,-36.8544
3598,Piranga,-20.6834,-43.2967
3599,Pirangi,-21.0886,-48.6607
3600,Piranguçu,-22.5249,-45.4945
3601,Piranguinho,-22.395,-45.5324
3602,Piranhas,-9.624,-37.757
3603,Piranhas,-16.4258,-51.8235
3604,Pirapemas,-3.72041,-44.2216
3605,Pirapetinga,-21.6554,-42.3434
3606,Pirapó,-28.0439,-55.2001
3607,Pirapora,-17.3392,-44.934
3608,Pirapora do Bom Jesus,-23.3965,-46.9991
3609,Pirapozinho,-22.2711,-51.4976
3610,Piraquara,-25.4422,-49.0624
3611,Piraquê,-6.77302,-48.2958
3612,Pirassununga,-21.996,-47.4257
3613,Piratininga,-22.4142,-49.1339
3614,Piratuba,-27.4242,-51.7668
3615,Piraúba,-21.2825,-43.0172
3616,Pirenópolis,-15.8507,-48.9584
3617,Pires do Rio,-17.3019,-48.2768
3618,Pires Ferreira,-4.23922,-40.6442
3619,Piripá,-14.9444,-41.7168
3620,Piripiri,-4.27157,-41.7716
3621,Piritiba,-11.73,-40.5587
3622,Pirpirituba,-6.77922,-35.4906
3623,Pitanga,-24.7588,-51.7596
3624,Pitangueiras,-21.0132,-48.221
3625,Pitangueiras,-23.2281,-51.5873
3626,Pitangui,-19.6741,-44.8964
3627,Pitimbu,-7.4664,-34.8151
3628,Pium,-10.442,-49.1876
3629,Piúma,-20.8334,-40.7268
3630,Piumhi,-20.4762,-45.9589
3631,Placas,-3.86813,-54.2124
3632,Plácido de Castro,-10.2806,-67.1371
3633,Planaltina,-15.452,-47.6089
3634,Planaltina do Paraná,-23.0101,-52.9162
3635,Planaltino,-13.2618,-40.3695
3636,Planalto,-14.6654,-40.4718
3637,Planalto,-27.3297,-53.0575
3638,Planalto,-21.0342,-49.933
3639,Planalto,-25.7211,-53.7642
3640,Planalto Alegre,-27.0704,-52.867
3641,Planalto da Serra,-14.6518,-54.7819
3642,Planura,-20.1376,-48.7
3643,Platina,-22.6371,-50.2104
3644,Poção,-8.18726,-36.7111
3645,Poção de Pedras,-4.74626,-44.9432
3646,Pocinhos,-7.06658,-36.0668
3647,Poço Branco,-5.622330000000002,-35.6635
3648,Poço Dantas,-6.39876,-38.4909
3649,Poço das Antas,-29.4481,-51.6719
3650,Poço das Trincheiras,-9.30742,-37.2889
3651,Poço de José de Moura,-6.5640100000000015,-38.5111
3652,Poço Fundo,-21.78,-45.9658
3653,Poço Redondo,-9.80616,-37.6833
3654,Poço Verde,-10.7151,-38.1813
3655,Poções,-14.5234,-40.3634
3656,Poconé,-16.266,-56.6261
3657,Pocrane,-19.6208,-41.6334
3658,Poloni,-20.7829,-49.8258
3659,Pombal,-6.76606,-37.8003
3660,Pombos,-8.13982,-35.3967
3661,Pompéia,-22.107,-50.176
3662,Pompéu,-19.2257,-45.0141
3663,Pongaí,-21.7396,-49.3604
3664,Ponta de Pedras,-1.3958700000000002,-48.8661
3665,Pontal,-21.0216,-48.0423
3666,Pontal do Araguaia,-15.9274,-52.3273
3667,Pontal do Paraná,-25.6735,-48.5111
3668,Pontalina,-17.5225,-49.4489
3669,Pontalinda,-20.4396,-50.5258
3670,Pontão,-28.0585,-52.6791
3671,Ponte Alta,-27.4835,-50.3764
3672,Ponte Alta do Bom Jesus,-12.0853,-46.4825
3673,Ponte Alta do Norte,-27.1591,-50.4659
3674,Ponte Alta do Tocantins,-10.7481,-47.5276
3675,Ponte Branca,-16.7584,-52.8369
3676,Ponte Nova,-20.4111,-42.8978
3677,Ponte Preta,-27.6587,-52.4848
3678,Ponte Serrada,-26.8733,-52.0112
3679,Pontes e Lacerda,-15.2219,-59.3435
3680,Pontes Gestal,-20.1727,-49.7064
3681,Ponto Belo,-18.1253,-40.5458
3682,Ponto Chique,-16.6282,-45.0588
3683,Ponto dos Volantes,-16.7473,-41.5025
3684,Ponto Novo,-10.8653,-40.1311
3685,Populina,-19.9453,-50.538
3686,Poranga,-4.74672,-40.9205
3687,Porangaba,-23.1761,-48.1195
3688,Porangatu,-13.4391,-49.1503
3689,Porciúncula,-20.9632,-42.0465
3690,Porecatu,-22.7537,-51.3795
3691,Portalegre,-6.02064,-37.9865
3692,Portão,-29.7015,-51.2429
3693,Porteirão,-17.8143,-50.1653
3694,Porteiras,-7.52265,-39.114
3695,Porteirinha,-15.7404,-43.0281
3696,Portel,-1.93639,-50.8194
3697,Portelândia,-17.3554,-52.6799
3698,Porto,-3.88815,-42.6998
3699,Porto Alegre do Norte,-10.8761,-51.6357
3700,Porto Alegre do Piauí,-6.9642300000000015,-44.1837
3701,Porto Alegre do Tocantins,-11.618,-47.0621
3702,Porto Amazonas,-25.54,-49.8946
3703,Porto Barreiro,-25.5477,-52.4067
3704,Porto Calvo,-9.05195,-35.3987
3705,Porto da Folha,-9.91626,-37.2842
3706,Porto de Moz,-1.74691,-52.2361
3707,Porto de Pedras,-9.16006,-35.3049
3708,Porto do Mangue,-5.05441,-36.7887
3709,Porto dos Gaúchos,-11.533,-57.4132
3710,Porto Esperidião,-15.857,-58.4619
3711,Porto Estrela,-15.3235,-57.2204
3712,Porto Feliz,-23.2093,-47.5251
3713,Porto Ferreira,-21.8498,-47.487
3714,Porto Firme,-20.6642,-43.0834
3715,Porto Franco,-6.34149,-47.3962
3716,Porto Grande,0.71243,-51.4155
3717,Porto Lucena,-27.8569,-55.01
3718,Porto Mauá,-27.5796,-54.6657
3719,Porto Murtinho,-21.6981,-57.8836
3720,Porto Nacional,-10.7027,-48.408
3721,Porto Real,-22.4175,-44.2952
3722,Porto Rico,-22.7747,-53.2677
3723,Porto Rico do Maranhão,-1.85925,-44.5842
3724,Porto União,-26.2451,-51.0759
3725,Porto Vera Cruz,-27.7405,-54.8994
3726,Porto Vitória,-26.1674,-51.231
3727,Porto Walter,-8.26323,-72.7537
3728,Porto Xavier,-27.9082,-55.1379
3729,Posse,-14.0859,-46.3704
3730,Poté,-17.8077,-41.786
3731,Potengi,-7.091539999999998,-40.0233
3732,Potim,-22.8343,-45.2552
3733,Potiraguá,-15.5943,-39.8638
3734,Potirendaba,-21.0428,-49.3815
3735,Potiretama,-5.71287,-38.1578
3736,Pouso Alegre,-22.2266,-45.9389
3737,Pouso Alto,-22.1964,-44.9748
3738,Pouso Novo,-29.1738,-52.2136
3739,Pouso Redondo,-27.2567,-49.9301
3740,Poxoréu,-15.8299,-54.4208
3741,Pracinha,-21.8496,-51.0868
3742,Pracuúba,1.74543,-50.7892
3743,Prado Ferreira,-23.0357,-51.4429
3744,Pradópolis,-21.3626,-48.0679
3745,Prados,-21.0597,-44.0778
3746,Praia Grande,-24.0084,-46.4121
3747,Praia Grande,-29.1918,-49.9525
3748,Praia Norte,-5.39281,-47.8111
3749,Prainha,-1.798,-53.4779
3750,Pranchita,-26.0209,-53.7397
3751,Prata,-19.3086,-48.9276
3752,Prata,-7.68826,-37.0801
3753,Prata do Piauí,-5.67265,-42.2046
3754,Pratânia,-22.8112,-48.6636
3755,Pratápolis,-20.7411,-46.8624
3756,Pratinha,-19.739,-46.3755
3757,Presidente Alves,-22.0999,-49.4381
3758,Presidente Bernardes,-22.0082,-51.5565
3759,Presidente Bernardes,-20.7656,-43.1895
3760,Presidente Castello Branco,-27.2218,-51.8089
3761,Presidente Castelo Branco,-23.2782,-52.1536
3762,Presidente Dutra,-11.2923,-41.9843
3763,Presidente Dutra,-5.2898,-44.495
3764,Presidente Epitácio,-21.7651,-52.1111
3765,Presidente Figueiredo,-2.02981,-60.0234
3766,Presidente Getúlio,-27.0474,-49.6246
3767,Presidente Jânio Quadros,-14.6885,-41.6798
3768,Presidente Juscelino,-18.6401,-44.06
3769,Presidente Juscelino,-2.91872,-44.0715
3770,Presidente Kennedy,-8.5406,-48.5062
3771,Presidente Kennedy,-21.0964,-41.0468
3772,Presidente Kubitschek,-18.6193,-43.5628
3773,Presidente Lucena,-29.5175,-51.1798
3774,Presidente Médici,-11.169,-61.8986
3775,Presidente Médici,-2.38991,-45.82
3776,Presidente Nereu,-27.2768,-49.3889
3777,Presidente Olegário,-18.4096,-46.4165
3778,Presidente Prudente,-22.1207,-51.3925
3779,Presidente Sarney,-2.58799,-45.3595
3780,Presidente Tancredo Neves,-13.4471,-39.4203
3781,Presidente Vargas,-3.4078699999999995,-44.0234
3782,Presidente Venceslau,-21.8732,-51.8447
3783,Primavera,-8.329989999999999,-35.3544
3784,Primavera,-0.945439,-47.1253
3785,Primavera de Rondônia,-11.8295,-61.3153
3786,Primavera do Leste,-15.544,-54.2811
3787,Primeira Cruz,-2.50568,-43.4232
3788,Primeiro de Maio,-22.8517,-51.0293
3789,Princesa,-26.4441,-53.5994
3790,Princesa Isabel,-7.73175,-37.9886
3791,Professor Jamil,-17.2497,-49.244
3792,Progresso,-29.2441,-52.3197
3793,Promissão,-21.5356,-49.8599
3794,Protásio Alves,-28.7572,-51.4757
3795,Prudente de Morais,-19.4742,-44.1591
3796,Prudentópolis,-25.2111,-50.9754
3797,Pugmil,-10.424,-48.8957
3798,Pureza,-5.46393,-35.5554
3799,Putinga,-29.0045,-52.1569
3800,Puxinanã,-7.154789999999998,-35.9543
3801,Quadra,-23.2993,-48.0547
3802,Quaraí,-30.384,-56.4483
3803,Quartel Geral,-19.2703,-45.5569
3804,Quarto Centenário,-24.2775,-53.0759
3805,Quatá,-22.2456,-50.6966
3806,Quatipuru,-0.8996040000000001,-47.0134
3807,Quatis,-22.4045,-44.2597
3808,Quatro Barras,-25.3673,-49.0763
3809,Quatro Irmãos,-27.8257,-52.4424
3810,Quatro Pontes,-24.5752,-53.9759
3811,Quebrangulo,-9.32001,-36.4692
3812,Quedas do Iguaçu,-25.4492,-52.9102
3813,Queimada Nova,-8.57064,-41.4106
3814,Queimadas,-7.350289999999998,-35.9031
3815,Queimadas,-10.9736,-39.6293
3816,Queimados,-22.7102,-43.5518
3817,Queiroz,-21.7969,-50.2415
3818,Queluz,-22.5312,-44.7781
3819,Queluzito,-20.7416,-43.8851
3820,Querência,-12.6093,-52.1821
3821,Querência do Norte,-23.0838,-53.483
3822,Quevedos,-29.3504,-54.0789
3823,Quijingue,-10.7505,-39.2137
3824,Quilombo,-26.7264,-52.724
3825,Quinta do Sol,-23.8533,-52.1309
3826,Quintana,-22.0692,-50.307
3827,Quinze de Novembro,-28.7466,-53.1011
3828,Quipapá,-8.81175,-36.0137
3829,Quirinópolis,-18.4472,-50.4547
3830,Quissamã,-22.1031,-41.4693
3831,Quitandinha,-25.8734,-49.4973
3832,Quiterianópolis,-5.8425,-40.7002
3833,Quixabá,-7.0224,-37.1458
3834,Quixaba,-7.7073399999999985,-37.8446
3835,Quixabeira,-11.4031,-40.12
3836,Quixelô,-6.24637,-39.2011
3837,Quixeramobim,-5.19067,-39.2889
3838,Quixeré,-5.07148,-37.9802
3839,Rafael Fernandes,-6.18987,-38.2211
3840,Rafael Godeiro,-6.07244,-37.716
3841,Rafael Jambeiro,-12.4053,-39.5007
3842,Rafard,-23.0105,-47.5318
3843,Ramilândia,-25.1195,-54.023
3844,Rancharia,-22.2269,-50.893
3845,Rancho Alegre,-23.0676,-50.9145
3846,Rancho Alegre D'Oeste,-24.3065,-52.9552
3847,Raposa,-2.4254,-44.0973
3848,Raposos,-19.9636,-43.8079
3849,Raul Soares,-20.1061,-42.4502
3850,Realeza,-25.7711,-53.526
3851,Rebouças,-25.6232,-50.6877
3852,Recreio,-21.5289,-42.4676
3853,Recursolândia,-8.7227,-47.2421
3854,Redenção,-8.02529,-50.0317
3855,Redenção,-4.21587,-38.7277
3856,Redenção da Serra,-23.2638,-45.5422
3857,Redenção do Gurguéia,-9.47937,-44.5811
3858,Redentora,-27.664,-53.6407
3859,Reduto,-20.2401,-41.9848
3860,Regeneração,-6.23115,-42.6842
3861,Regente Feijó,-22.2181,-51.3055
3862,Reginópolis,-21.8914,-49.2268
3863,Registro,-24.4979,-47.8449
3864,Relvado,-29.1164,-52.0778
3865,Remanso,-9.61944,-42.0848
3866,Remígio,-6.94992,-35.8011
3867,Renascença,-26.1588,-52.9703
3868,Reriutaba,-4.14191,-40.5759
3869,Resende Costa,-20.9171,-44.2407
3870,Reserva,-24.6492,-50.8466
3871,Reserva do Cabaçal,-15.0743,-58.4585
3872,Reserva do Iguaçu,-25.8319,-52.0272
3873,Resplendor,-19.3194,-41.2462
3874,Ressaquinha,-21.0642,-43.7598
3875,Restinga,-20.6056,-47.4833
3876,Restinga Sêca,-29.8188,-53.3807
3877,Retirolândia,-11.4832,-39.4234
3878,Riachão,-6.54269,-35.661
3879,Riachão,-7.35819,-46.6225
3880,Riachão das Neves,-11.7508,-44.9143
3881,Riachão do Bacamarte,-7.25347,-35.6693
3882,Riachão do Dantas,-11.0729,-37.731
3883,Riachão do Jacuípe,-11.8067,-39.3818
3884,Riachão do Poço,-7.14173,-35.2914
3885,Riachinho,-6.44005,-48.1371
3886,Riachinho,-16.2258,-45.9888
3887,Riacho da Cruz,-5.92654,-37.949
3888,Riacho das Almas,-8.13742,-35.8648
3889,Riacho de Santana,-6.25139,-38.3116
3890,Riacho de Santana,-13.6059,-42.9397
3891,Riacho de Santo Antônio,-7.68023,-36.157
3892,Riacho dos Cavalos,-6.44067,-37.6483
3893,Riacho dos Machados,-16.0091,-43.0488
3894,Riacho Frio,-10.1244,-44.9503
3895,Riachuelo,-5.82156,-35.8215
3896,Riachuelo,-10.735,-37.1966
3897,Rialma,-15.3145,-49.5814
3898,Rianápolis,-15.4456,-49.5114
3899,Ribamar Fiquene,-5.93067,-47.3888
3900,Ribas do Rio Pardo,-20.4445,-53.7588
3901,Ribeira,-24.6517,-49.0044
3902,Ribeira do Amparo,-11.0421,-38.4242
3903,Ribeira do Piauí,-7.69028,-42.7128
3904,Ribeira do Pombal,-10.8373,-38.5382
3905,Ribeirão,-8.50957,-35.3698
3906,Ribeirão Bonito,-22.0685,-48.182
3907,Ribeirão Branco,-24.2206,-48.7635
3908,Ribeirão Cascalheira,-12.9367,-51.8244
3909,Ribeirão Claro,-23.1941,-49.7597
3910,Ribeirão Corrente,-20.4579,-47.5904
3911,Ribeirão das Neves,-19.7621,-44.0844
3912,Ribeirão do Largo,-15.4508,-40.7441
3913,Ribeirão do Pinhal,-23.4091,-50.3601
3914,Ribeirão do Sul,-22.789,-49.933
3915,Ribeirão dos Índios,-21.8382,-51.6103
3916,Ribeirão Grande,-24.1011,-48.3679
3917,Ribeirão Vermelho,-21.1879,-45.0637
3918,Ribeirãozinho,-16.4856,-52.6924
3919,Ribeiro Gonçalves,-7.55651,-45.2447
3920,Ribeirópolis,-10.5357,-37.438
3921,Rifaina,-20.0803,-47.4291
3922,Rincão,-21.5894,-48.0728
3923,Rinópolis,-21.7284,-50.7239
3924,Rio Acima,-20.0876,-43.7878
3925,Rio Azul,-25.7306,-50.7985
3926,Rio Bananal,-19.2719,-40.3366
3927,Rio Bom,-23.7606,-51.4122
3928,Rio Bonito,-22.7181,-42.6276
3929,Rio Bonito do Iguaçu,-25.4874,-52.5292
3930,Rio Branco do Ivaí,-24.3244,-51.3187
3931,Rio Branco do Sul,-25.1892,-49.3115
3932,Rio Brilhante,-21.8033,-54.5427
3933,Rio Casca,-20.2285,-42.6462
3934,Rio Crespo,-9.69965,-62.9011
3935,Rio da Conceição,-11.3949,-46.8847
3936,Rio das Antas,-26.8946,-51.0674
3937,Rio das Flores,-22.1692,-43.5856
3938,Rio das Ostras,-22.5174,-41.9475
3939,Rio das Pedras,-22.8417,-47.6047
3940,Rio de Contas,-13.5852,-41.8048
3941,Rio do Antônio,-14.4071,-42.0721
3942,Rio do Campo,-26.9452,-50.136
3943,Rio do Fogo,-5.2765,-35.3794
3944,Rio do Oeste,-27.1952,-49.7989
3945,Rio do Pires,-13.1185,-42.2902
3946,Rio do Prado,-16.6056,-40.5714
3947,Rio do Sul,-27.2156,-49.643
3948,Rio Doce,-20.2412,-42.8995
3949,Rio dos Bois,-9.34425,-48.5245
3950,Rio dos Cedros,-26.7398,-49.2718
3951,Rio dos Índios,-27.2973,-52.8417
3952,Rio Espera,-20.855,-43.4721
3953,Rio Formoso,-8.6592,-35.1532
3954,Rio Fortuna,-28.1244,-49.1068
3955,Rio Grande da Serra,-23.7437,-46.3971
3956,Rio Grande do Piauí,-7.780289999999999,-43.1369
3957,Rio Largo,-9.47783,-35.8394
3958,Rio Manso,-20.2666,-44.3069
3959,Rio Maria,-7.312360000000001,-50.0379
3960,Rio Negrinho,-26.2591,-49.5177
